"tract","Name","Employment_Rate_rP_gP_p25"
17043844307,"Lombard, IL",0.722
17031832400,"Logan Square, Chicago, IL",0.7218
17031430200,"South Shore, Chicago, IL",0.7217
17031291200,"North Lawndale, Chicago, IL",0.7215
17031421200,"Park Manor, Chicago, IL",0.7215
17031010202,"Rogers Park, Chicago, IL",0.7215
17031301701,"Little Village, Chicago, IL",0.7213
17031032100,"Uptown, Chicago, IL",0.7213
17031812900,"Oak Park, IL",0.7211
17031841200,"Heart of Chicago, Chicago, IL",0.721
17031140602,"Albany Park, Chicago, IL",0.721
17031170300,"Dunning, Chicago, IL",0.721
17031260800,"East Garfield Park, Chicago, IL",0.7209
17031808100,"Niles, IL",0.7209
17031834400,"South Side, Chicago, IL",0.7207
17031431200,"South Side, Chicago, IL",0.7207
17031823605,"Palos Heights, IL",0.7205
17031819600,"La Grange, IL",0.7203
17031160601,"Irving Park, Chicago, IL",0.7201
17043846701,"Addison, IL",0.7201
17031490800,"Roseland, Chicago, IL",0.72
17031824800,"Posen, IL",0.7199
17031630100,"Gage Park, Chicago, IL",0.7198
17031031501,"Uptown, Chicago, IL",0.7197
17031823304,"Merrionette Park, IL",0.7197
17031031100,"Uptown, Chicago, IL",0.7196
17031490901,"South Side, Chicago, IL",0.7196
17031671100,"Englewood, Chicago, IL",0.7196
17043840600,"Elmhurst, IL",0.7195
17031030706,"Edgewater Beach, Chicago, IL",0.7192
17031221600,"Bucktown, Chicago, IL",0.7192
17031819400,"Brookfield, IL",0.7191
17031160602,"Irving Park, Chicago, IL",0.719
17043840104,"Addison, IL",0.7189
17031300900,"Marshall Square, Chicago, IL",0.7186
17031252201,"Austin, Chicago, IL",0.7186
17031400300,"South Side, Chicago, IL",0.7184
17031843600,"South Side, Chicago, IL",0.7184
17031813702,"Cicero, IL",0.7183
17031530200,"South Side, Chicago, IL",0.7182
17031824116,"Orland Park, IL",0.7182
17031710800,"Auburn Gresham, Chicago, IL",0.7182
17031310900,"Heart of Chicago, Chicago, IL",0.7182
17031660500,"South Side, Chicago, IL",0.7174
17031822400,"Oak Lawn, IL",0.7173
17031190800,"Belmont Cragin, Chicago, IL",0.7172
17043844601,"Oak Brook, IL",0.7171
17031020702,"West Rogers Park, Chicago, IL",0.7171
17031831800,"North Park, Chicago, IL",0.7171
17031420700,"South Side, Chicago, IL",0.7169
17031301702,"Little Village, Chicago, IL",0.7168
17031813600,"Cicero, IL",0.7166
17031816600,"Stone Park, IL",0.7166
17043846603,"Addison, IL",0.7165
17031811200,"River Grove, IL",0.7164
17031816402,"Melrose Park, IL",0.7162
17031826600,"Riverdale, IL",0.7162
17031221500,"Logan Square, Chicago, IL",0.7161
17043846604,"Addison, IL",0.716
17043840704,"Bensenville, IL",0.716
17031010501,"Rogers Park, Chicago, IL",0.7157
17031081700,"River North, Chicago, IL",0.7156
17031822702,"Oak Lawn, IL",0.7155
17031222900,"Logan Square, Chicago, IL",0.7155
17031062700,"Lake View, Chicago, IL",0.7155
17031500300,"South Side, Chicago, IL",0.7155
17031030604,"Edgewater Beach, Chicago, IL",0.7154
17031440202,"South Side, Chicago, IL",0.7153
17031063000,"Lake View, Chicago, IL",0.7153
17031301802,"Little Village, Chicago, IL",0.7151
17031640500,"South Side, Chicago, IL",0.7151
17031160100,"Irving Park, Chicago, IL",0.715
17031490700,"Fernwood, Chicago, IL",0.715
17031110501,"Jefferson Park, Chicago, IL",0.7149
17031140601,"Albany Park, Chicago, IL",0.7148
17043844306,"Villa Park, IL",0.7148
17031020802,"West Ridge, Chicago, IL",0.7147
17031510100,"South Deering, Chicago, IL",0.7146
17031670900,"Englewood, Chicago, IL",0.7144
17031821102,"Oak Lawn, IL",0.7141
17031580100,"Brighton Park, Chicago, IL",0.714
17031670800,"Englewood, Chicago, IL",0.7139
17043840102,"Wood Dale, IL",0.7137
17031770902,"Chicago, IL",0.7137
17031839200,"Bronzeville, Chicago, IL",0.7137
17031660600,"Chicago Lawn, Chicago, IL",0.7136
17031410600,"Hyde Park, Chicago, IL",0.7136
17031530600,"South Side, Chicago, IL",0.7131
17031826800,"Dixmoor, IL",0.7126
17031813801,"Cicero, IL",0.7126
17031431301,"South Shore, Chicago, IL",0.7126
17031833000,"Near West Side, Chicago, IL",0.7125
17031330100,"Near South Side, Chicago, IL",0.7124
17031062900,"Lake View, Chicago, IL",0.7124
17031590600,"McKinley Park, Chicago, IL",0.7121
17031840800,"Little Village, Chicago, IL",0.712
17043845402,"Hinsdale, IL",0.7118
17031805402,"Niles, IL",0.7118
17031840400,"McKinley Park, Chicago, IL",0.7118
17031301600,"Little Village, Chicago, IL",0.7117
17043843200,"Villa Park, IL",0.7117
17031280400,"Near West Side, Chicago, IL",0.7116
17031834800,"Englewood, Chicago, IL",0.7116
17031010503,"Rogers Park, Chicago, IL",0.7116
17031020500,"West Ridge, Chicago, IL",0.7114
17031822102,"Oak Lawn, IL",0.7113
17031400400,"South Side, Chicago, IL",0.7111
17031830500,"Little Village, Chicago, IL",0.711
17031831500,"Belmont Cragin, Chicago, IL",0.711
17031242800,"West Town, Chicago, IL",0.7109
17031560900,"South Side, Chicago, IL",0.7107
17031243200,"West Town, Chicago, IL",0.7104
18089040200,"Whiting, IN",0.7104
17031191302,"Belmont Central, Chicago, IL",0.7104
17031841800,"South Side, Chicago, IL",0.7104
17031611800,"South Side, Chicago, IL",0.7104
17031170700,"Belmont Heights, Chicago, IL",0.7102
17031031300,"Uptown, Chicago, IL",0.7102
17031630300,"Gage Park, Chicago, IL",0.7099
17031840100,"Bridgeport, Chicago, IL",0.7099
17031070102,"Lincoln Park, Chicago, IL",0.7098
17031660302,"Chicago Lawn, Chicago, IL",0.7098
17043845200,"Hinsdale, IL",0.7096
17031822802,"Oak Lawn, IL",0.7095
17031831100,"Avondale, Chicago, IL",0.7093
17031833900,"South Side, Chicago, IL",0.7092
17031807700,"Skokie, IL",0.7092
17031672000,"Englewood, Chicago, IL",0.7091
17031250200,"Austin, Chicago, IL",0.7091
17031612100,"South Side, Chicago, IL",0.7087
17031061901,"Lake View East, Chicago, IL",0.7087
17031252101,"Austin, Chicago, IL",0.7086
17031431302,"South Shore, Chicago, IL",0.7086
17031823101,"Worth, IL",0.7085
17031380200,"Bronzeville, Chicago, IL",0.7083
17031691100,"South Side, Chicago, IL",0.7083
17031760803,"O'Hare, Chicago, IL",0.7081
17031811100,"River Grove, IL",0.708
17031300600,"Little Village, Chicago, IL",0.7075
17031220702,"Logan Square, Chicago, IL",0.7075
17031063303,"Lake View East, Chicago, IL",0.7074
17031031200,"Uptown, Chicago, IL",0.7073
17031301803,"Little Village, Chicago, IL",0.7072
17031530501,"South Side, Chicago, IL",0.7071
17031283800,"University Village / Little Italy, Chicago, IL",0.707
17031020302,"West Ridge, Chicago, IL",0.707
17031824300,"Robbins, IL",0.707
17031170900,"Belmont Heights, Chicago, IL",0.7069
17031834000,"Princeton Park, Chicago, IL",0.7069
17031818900,"La Grange Park, IL",0.7069
17031260700,"Garfield Park, Chicago, IL",0.7065
17031580502,"Brighton Park, Chicago, IL",0.7065
17031290900,"Lawndale, Chicago, IL",0.7063
17031610400,"Back of the Yards, Chicago, IL",0.7063
17031190100,"Belmont Cragin, Chicago, IL",0.7061
17031191200,"Belmont Cragin, Chicago, IL",0.7061
17031081000,"Near North, Chicago, IL",0.706
17031630400,"South Side, Chicago, IL",0.7055
17031611600,"Back of the Yards, Chicago, IL",0.7055
17031031700,"Uptown, Chicago, IL",0.7053
17031020701,"Peterson Park, Chicago, IL",0.7051
17031271500,"East Garfield Park, Chicago, IL",0.705
17043845902,"Burr Ridge, IL",0.705
17031160502,"Irving Park, Chicago, IL",0.705
17031818600,"La Grange Park, IL",0.7049
17031820502,"Bridgeview, IL",0.7049
17031838300,"Cabrini-Green, Chicago, IL",0.7048
17031150401,"Portage Park, Chicago, IL",0.7047
17031300700,"Little Village, Chicago, IL",0.7045
17031051400,"West Lakeview, Chicago, IL",0.7045
17031410500,"Hyde Park, Chicago, IL",0.7044
17031081100,"Near North, Chicago, IL",0.7044
17031823806,"Worth, IL",0.7044
17031282800,"Near West Side, Chicago, IL",0.7043
17031381900,"South Side, Chicago, IL",0.7043
17031060200,"Lake View, Chicago, IL",0.7042
17031070300,"Lincoln Park, Chicago, IL",0.7041
17031251800,"Austin, Chicago, IL",0.704
17031580300,"South Side, Chicago, IL",0.7038
17031520500,"East Side, Chicago, IL",0.7038
17031031502,"Uptown, Chicago, IL",0.7037
17031060100,"Lake View, Chicago, IL",0.7037
17031813701,"Cicero, IL",0.7037
17031620400,"South Side, Chicago, IL",0.7036
17043840103,"Wood Dale, IL",0.7036
17031460200,"South Chicago, Chicago, IL",0.7035
17043845401,"Burr Ridge, IL",0.7033
17031310600,"Lower West Side, Chicago, IL",0.7032
17031460500,"South Chicago, Chicago, IL",0.7031
17031190200,"Belmont Cragin, Chicago, IL",0.703
17031030703,"Edgewater, Chicago, IL",0.703
17043845506,"Westmont, IL",0.7028
17031835200,"Garfield Ridge, Chicago, IL",0.7027
17031020200,"West Ridge, Chicago, IL",0.7027
17031813301,"Cicero, IL",0.7025
17031820603,"Justice, IL",0.7025
17031810800,"Elmwood Park, IL",0.7024
17031700200,"South Side, Chicago, IL",0.7021
17043844305,"Lombard, IL",0.702
17031190601,"Belmont Central, Chicago, IL",0.7019
17031150402,"Portage Park, Chicago, IL",0.7019
17031151002,"Cragin, Chicago, IL",0.7019
17031580600,"Brighton Park, Chicago, IL",0.7018
17031210601,"Avondale, Chicago, IL",0.7016
17031691300,"South Side, Chicago, IL",0.7015
17031834600,"Englewood, Chicago, IL",0.7014
17043845602,"Downers Grove, IL",0.7014
17031812301,"Oak Park, IL",0.7014
17031833100,"Near West Side, Chicago, IL",0.7009
17031040800,"Lincoln Square, Chicago, IL",0.7005
17031243000,"West Town, Chicago, IL",0.7002
17031301100,"Little Village, Chicago, IL",0.7002
17031110100,"Jefferson Park, Chicago, IL",0.7
17031836400,"Oakland, Chicago, IL",0.7
17031807500,"Skokie, IL",0.6999
17031050700,"North Center, Chicago, IL",0.6998
17031351400,"Bronzeville, Chicago, IL",0.6998
17031826000,"Calumet City, IL",0.6998
17031340600,"Armour Square, Chicago, IL",0.6996
17031580501,"South Side, Chicago, IL",0.6991
17031822302,"Oak Lawn, IL",0.6988
17031816900,"Bellwood, IL",0.6987
17031031900,"Uptown, Chicago, IL",0.6987
17031420800,"South Side, Chicago, IL",0.6987
17031650301,"South Side, Chicago, IL",0.6986
17031241600,"Pulaski Park, Chicago, IL",0.6985
17031841600,"Lawndale, Chicago, IL",0.6984
17031671800,"Englewood, Chicago, IL",0.6984
17031140200,"Albany Park, Chicago, IL",0.6983
17031835800,"Bronzeville, Chicago, IL",0.6982
17031670600,"Englewood, Chicago, IL",0.6982
17031838000,"Near West Side, Chicago, IL",0.6981
17031210100,"Avondale, Chicago, IL",0.698
17031660400,"Chicago Lawn, Chicago, IL",0.6978
17031842200,"Goose Island, Chicago, IL",0.6978
17031620100,"South Side, Chicago, IL",0.6977
17031491000,"Roseland, Chicago, IL",0.6974
17031813302,"Chicago, IL",0.6974
17031814200,"Cicero, IL",0.697
17043844402,"Oak Brook, IL",0.6969
17031839500,"Bronzeville, Chicago, IL",0.6966
17031611400,"Back of the Yards, Chicago, IL",0.6965
17031161000,"Old Irving Park, Chicago, IL",0.6965
17031430400,"Grand Crossing, Chicago, IL",0.6963
17031570400,"South Side, Chicago, IL",0.6963
17031231500,"East Garfield Park, Chicago, IL",0.696
17031390300,"Kenwood, Chicago, IL",0.6959
17031450300,"South Side, Chicago, IL",0.6958
17031190702,"Belmont Cragin, Chicago, IL",0.6958
17031310500,"Lower West Side, Chicago, IL",0.6957
17031670100,"Englewood, Chicago, IL",0.6955
17031820300,"Summit, IL",0.6954
17031812700,"Oak Park, IL",0.6952
17031140400,"Albany Park, Chicago, IL",0.6948
17031260100,"East Garfield Park, Chicago, IL",0.6947
17031843400,"Lawndale, Chicago, IL",0.6943
17031061800,"Boystown, Chicago, IL",0.6942
17031120300,"Forest Glen, Chicago, IL",0.6942
17031691200,"Greater Grand Crossing, Chicago, IL",0.694
17031700502,"Ashburn, Chicago, IL",0.6939
17031351100,"Bronzeville, Chicago, IL",0.6939
17031140100,"Albany Park, Chicago, IL",0.6939
17031061500,"Lake View, Chicago, IL",0.6937
17031690300,"Greater Grand Crossing, Chicago, IL",0.6935
17031670200,"Englewood, Chicago, IL",0.6932
17031051200,"North Center, Chicago, IL",0.693
17031820902,"Burbank, IL",0.693
17031841700,"Little Village, Chicago, IL",0.693
17031250500,"Austin, Chicago, IL",0.6928
17031730202,"Brainerd, Chicago, IL",0.6928
17031838600,"Lawndale, Chicago, IL",0.6928
17031671300,"Englewood, Chicago, IL",0.6927
17031690400,"South Side, Chicago, IL",0.6926
17031810000,"Evanston, IL",0.6924
17031561100,"South Side, Chicago, IL",0.6922
17031170200,"Dunning, Chicago, IL",0.6921
17031710300,"Auburn Gresham, Chicago, IL",0.692
17031351000,"Bronzeville, Chicago, IL",0.6919
17031660900,"Chicago Lawn, Chicago, IL",0.6917
17043840101,"Wood Dale, IL",0.6911
17031815900,"Forest Park, IL",0.691
17031130100,"Pulaski Park, Chicago, IL",0.6907
17031380100,"Bronzeville, Chicago, IL",0.6906
17031690900,"Greater Grand Crossing, Chicago, IL",0.6903
17031010300,"Rogers Park, Chicago, IL",0.6903
17031491400,"Roseland, Chicago, IL",0.6903
17031680900,"Englewood, Chicago, IL",0.6901
17031330200,"Near South Side, Chicago, IL",0.6899
17031816700,"Northlake, IL",0.6896
17031670700,"South Side, Chicago, IL",0.6896
17031661000,"Chicago Lawn, Chicago, IL",0.6894
17031842900,"University Village / Little Italy, Chicago, IL",0.6894
17031824106,"Orland Park, IL",0.6893
17031812600,"Oak Park, IL",0.6892
17031130300,"Hollywood Park, Chicago, IL",0.6891
17031671500,"Englewood, Chicago, IL",0.689
17031671400,"Englewood, Chicago, IL",0.689
17031819300,"Brookfield, IL",0.6885
17031300500,"Little Village, Chicago, IL",0.6884
17031810502,"Norridge, IL",0.6881
17031420200,"South Side, Chicago, IL",0.6879
17031062400,"Lake View, Chicago, IL",0.6879
17031030603,"Edgewater, Chicago, IL",0.6878
17031010502,"Rogers Park, Chicago, IL",0.6876
17031300800,"South Lawndale, Chicago, IL",0.6874
17031681200,"South Side, Chicago, IL",0.6873
17031630800,"South Side, Chicago, IL",0.6872
17031150800,"Portage Park, Chicago, IL",0.6871
17031220400,"Logan Square, Chicago, IL",0.687
17031630200,"Gage Park, Chicago, IL",0.687
17031823704,"Hickory Hills, IL",0.6866
17031611900,"Back of the Yards, Chicago, IL",0.6865
17031640700,"South Side, Chicago, IL",0.6864
17031823803,"Palos Hills, IL",0.6864
17031837100,"East Garfield Park, Chicago, IL",0.6863
17031080202,"Gold Coast, Chicago, IL",0.6862
17031770800,"Schiller Park, IL",0.6857
17031824003,"Lemont, IL",0.6857
17031063400,"Lake View East, Chicago, IL",0.6854
17043840201,"Itasca, IL",0.6852
17031230500,"Hermosa, Chicago, IL",0.6851
17031836800,"East Garfield Park, Chicago, IL",0.6848
17031260200,"Garfield Park, Chicago, IL",0.6846
17031590700,"McKinley Park, Chicago, IL",0.6846
17031460600,"South Chicago, Chicago, IL",0.6846
17031260500,"Garfield Park, Chicago, IL",0.6841
17031823705,"Hickory Hills, IL",0.6841
17043844304,"Lombard, IL",0.6838
17031170800,"Belmont Heights, Chicago, IL",0.6837
17031010600,"Rogers Park, Chicago, IL",0.6837
17031550100,"South Side, Chicago, IL",0.6837
17031062200,"Lake View, Chicago, IL",0.683
17031835600,"Fuller Park, Chicago, IL",0.6829
17043844002,"Elmhurst, IL",0.6826
17031611300,"South Side, Chicago, IL",0.6824
17031820604,"Justice, IL",0.6823
17031810600,"Harwood Heights, IL",0.6823
17031280800,"Near West Side, Chicago, IL",0.6823
17031243400,"West Town, Chicago, IL",0.6823
17031301200,"Little Village, Chicago, IL",0.682
17031837400,"East Garfield Park, Chicago, IL",0.6819
17031834900,"Englewood, Chicago, IL",0.6819
17031530502,"South Side, Chicago, IL",0.6819
17031811402,"Franklin Park, IL",0.6817
17031831000,"Bucktown, Chicago, IL",0.6816
17043844802,"Downers Grove, IL",0.6816
17031063200,"Lake View East, Chicago, IL",0.6814
17031120400,"Forest Glen, Chicago, IL",0.6813
17031030102,"Edgewater, Chicago, IL",0.6809
17031805702,"Park Ridge, IL",0.6806
17031710100,"Auburn Gresham, Chicago, IL",0.6805
17031190300,"Belmont Cragin, Chicago, IL",0.6805
17031222200,"Bucktown, Chicago, IL",0.6803
17031821101,"Burbank, IL",0.6802
17031823703,"Bridgeview, IL",0.6802
17031720400,"South Side, Chicago, IL",0.68
17031410900,"East Hyde Park, Chicago, IL",0.6798
17031160501,"Irving Park, Chicago, IL",0.6797
17031071600,"Lincoln Park, Chicago, IL",0.6794
17031837000,"East Garfield Park, Chicago, IL",0.6792
17031241400,"West Town, Chicago, IL",0.6788
17031260300,"Garfield Park, Chicago, IL",0.6786
17031170400,"Dunning, Chicago, IL",0.6784
17031061902,"Lake View East, Chicago, IL",0.6784
17197881006,"Orland Park, IL",0.6783
17043845505,"Darien, IL",0.6783
17031160300,"Irving Park, Chicago, IL",0.6778
17031841400,"Little Village, Chicago, IL",0.6775
17031650100,"South Side, Chicago, IL",0.6774
17031050300,"North Center, Chicago, IL",0.6771
17031030601,"Edgewater, Chicago, IL",0.6767
17031611700,"South Side, Chicago, IL",0.6767
17031821700,"Evergreen Park, IL",0.6765
17031292400,"Lawndale, Chicago, IL",0.6763
17031823702,"Palos Hills, IL",0.6758
17031560300,"South Side, Chicago, IL",0.6758
17031390100,"Kenwood, Chicago, IL",0.6755
17031190401,"Belmont Central, Chicago, IL",0.6752
17031831600,"Montclare, Chicago, IL",0.6752
17031120200,"Edgebrook, Chicago, IL",0.675
17031081403,"Streeterville, Chicago, IL",0.6749
17031839100,"Chicago Loop, Chicago, IL",0.6748
17031823801,"Palos Park, IL",0.6743
17031100200,"Norwood Park, Chicago, IL",0.6738
17031062500,"Lake View, Chicago, IL",0.6732
17031770601,"Des Plaines, IL",0.673
17031320100,"Chicago Loop, Chicago, IL",0.6726
17031411000,"South Side, Chicago, IL",0.6723
17031810701,"Elmwood Park, IL",0.6721
17031560800,"Garfield Ridge, Chicago, IL",0.672
17031081201,"Streeterville, Chicago, IL",0.6719
17031671200,"Englewood, Chicago, IL",0.6717
17031050600,"North Center, Chicago, IL",0.6717
17031816401,"Melrose Park, IL",0.6713
17031810702,"Elmwood Park, IL",0.6711
17031841000,"Near South Side, Chicago, IL",0.671
17031400500,"South Side, Chicago, IL",0.6708
17031760801,"O'Hare, Chicago, IL",0.6708
17031650200,"South Side, Chicago, IL",0.6707
17031080100,"Gold Coast, Chicago, IL",0.6706
17031770602,"Des Plaines, IL",0.6705
17031822101,"Oak Lawn, IL",0.6703
17031612000,"Back of the Yards, Chicago, IL",0.6703
17031740300,"South Side, Chicago, IL",0.6702
17031831700,"Old Irving Park, Chicago, IL",0.6695
17031820606,"Willow Springs, IL",0.6693
17031150300,"Portage Park, Chicago, IL",0.6692
17031242300,"Ukrainian Village, Chicago, IL",0.6691
17031110300,"Jefferson Park, Chicago, IL",0.669
17031550200,"South Side, Chicago, IL",0.669
17031150200,"Portage Park, Chicago, IL",0.669
17031430300,"Grand Crossing, Chicago, IL",0.6689
17031280900,"Near West Side, Chicago, IL",0.6687
17043845601,"Downers Grove, IL",0.668
17031470100,"South Side, Chicago, IL",0.6679
17031580800,"Brighton Park, Chicago, IL",0.6675
17031410700,"Hyde Park, Chicago, IL",0.6672
17031811900,"River Forest, IL",0.6662
17031310400,"Lower West Side, Chicago, IL",0.666
17031806501,"Des Plaines, IL",0.6659
17031390500,"South Side, Chicago, IL",0.6659
17031281900,"Near West Side, Chicago, IL",0.6659
17031611500,"South Side, Chicago, IL",0.6655
17031242900,"West Town, Chicago, IL",0.6654
17031710700,"Auburn Gresham, Chicago, IL",0.6652
17031350400,"Douglas, Chicago, IL",0.665
17031020602,"West Rogers Park, Chicago, IL",0.6644
17031836500,"Bronzeville, Chicago, IL",0.6643
17043844100,"Elmhurst, IL",0.6643
17031660301,"South Side, Chicago, IL",0.6641
17031640400,"South Side, Chicago, IL",0.6638
17031822900,"Bridgeview, IL",0.6635
17031835500,"Fuller Park, Chicago, IL",0.6634
17031680600,"Englewood, Chicago, IL",0.663
17031611000,"Back of the Yards, Chicago, IL",0.6624
17031640300,"Clearing, Chicago, IL",0.6615
17031390600,"Kenwood, Chicago, IL",0.6611
17031081401,"Streeterville, Chicago, IL",0.661
17031170500,"Dunning, Chicago, IL",0.6607
17031822602,"Oak Lawn, IL",0.6605
17043843601,"Lombard, IL",0.6605
17031560700,"Garfield Ridge, Chicago, IL",0.6605
17031020601,"West Ridge, Chicago, IL",0.6603
17031430900,"South Shore, Chicago, IL",0.66
17031100100,"Norwood Park, Chicago, IL",0.6594
17043845508,"Darien, IL",0.6593
17031680500,"Englewood, Chicago, IL",0.6587
17031150700,"Portage Park, Chicago, IL",0.658
17031062100,"Lake View, Chicago, IL",0.658
17031520600,"East Side, Chicago, IL",0.6578
17031836300,"South Side, Chicago, IL",0.6578
17031050100,"North Center, Chicago, IL",0.6561
17031030103,"Edgewater, Chicago, IL",0.6558
17031280100,"Fulton River District, Chicago, IL",0.6553
17031760802,"O'Hare, Chicago, IL",0.6552
17031810501,"Norridge, IL",0.6552
17043844901,"Downers Grove, IL",0.6547
17043840000,"Bensenville, IL",0.6545
17031031800,"Uptown, Chicago, IL",0.6541
17031210502,"Avondale, Chicago, IL",0.654
17031821001,"Burbank, IL",0.6533
17031660700,"Chicago Lawn, Chicago, IL",0.6526
17031823303,"Chicago, IL",0.652
17031823200,"Alsip, IL",0.6516
17031242100,"West Town, Chicago, IL",0.6511
17043843302,"Lombard, IL",0.6501
17031843500,"Little Village, Chicago, IL",0.65
17031090200,"Edison Park, Chicago, IL",0.6499
17031822301,"Oak Lawn, IL",0.6497
17031820000,"Hinsdale, IL",0.6496
17197881005,"Lockport, IL",0.6492
17031050800,"North Center, Chicago, IL",0.6476
17043843800,"Villa Park, IL",0.6473
17031190402,"Belmont Central, Chicago, IL",0.6472
17031812200,"Oak Park, IL",0.6471
17043844702,"Hinsdale, IL",0.6467
17031360200,"Bronzeville, Chicago, IL",0.6465
17031570300,"Archer Heights, Chicago, IL",0.6461
17031080300,"Old Town, Chicago, IL",0.646
17031051000,"Roscoe Village, Chicago, IL",0.6453
17031060800,"Lake View, Chicago, IL",0.645
17031171000,"Dunning, Chicago, IL",0.645
17031380500,"Bronzeville, Chicago, IL",0.6441
17031570100,"Archer Heights, Chicago, IL",0.6412
17031070400,"Lincoln Park, Chicago, IL",0.6406
17031820202,"Hodgkins, IL",0.6403
17031811000,"Elmwood Park, IL",0.6374
17031030200,"Edgewater, Chicago, IL",0.6369
17031240300,"West Town, Chicago, IL",0.6369
17031160900,"Irving Park, Chicago, IL",0.6343
17031808001,"Lincolnwood, IL",0.6341
17031818100,"Westchester, IL",0.634
17031081600,"Near North, Chicago, IL",0.6335
17043845100,"Clarendon Hills, IL",0.6333
17031700301,"Ashburn, Chicago, IL",0.6329
17031180100,"Montclare, Chicago, IL",0.6313
17043843400,"Lombard, IL",0.631
17031220601,"Logan Square, Chicago, IL",0.6304
17031081402,"Streeterville, Chicago, IL",0.6284
17031110502,"Jefferson Park, Chicago, IL",0.628
17031151100,"Portage Park, Chicago, IL",0.6275
17031824004,"Lemont, IL",0.6274
17031834700,"Englewood, Chicago, IL",0.6263
17031570500,"South Side, Chicago, IL",0.6245
17031110400,"Jefferson Park, Chicago, IL",0.6238
17031820800,"Chicago, IL",0.6234
17031150501,"Portage Park, Chicago, IL",0.6193
17031161300,"Irving Park, Chicago, IL",0.6171
17043840304,"Addison, IL",0.6156
17031822801,"Oak Lawn, IL",0.6156
17031081300,"Streeterville, Chicago, IL",0.6144
17031070600,"Lincoln Park, Chicago, IL",0.6138
17031210501,"Avondale, Chicago, IL",0.6123
17031819000,"La Grange Park, IL",0.6118
17031810400,"Park Ridge, IL",0.6077
17031271300,"East Garfield Park, Chicago, IL",0.6068
17031380700,"Bronzeville, Chicago, IL",0.6065
17031818402,"Westchester, IL",0.6064
17043844701,"Westmont, IL",0.6042
17031171100,"Dunning, Chicago, IL",0.6025
17031839000,"Chicago Loop, Chicago, IL",0.6002
17031151200,"Portage Park, Chicago, IL",0.5981
17031161100,"Irving Park, Chicago, IL",0.5922
17031833300,"Near West Side, Chicago, IL",0.5916
17043842900,"Elmhurst, IL",0.5897
17031320400,"Chicago Loop, Chicago, IL",0.5896
17031081202,"Gold Coast, Chicago, IL",0.5876
17031824114,"Orland Park, IL",0.5867
17043845703,"Downers Grove, IL",0.5855
17031819802,"Western Springs, IL",0.5836
17031560400,"South Side, Chicago, IL",0.5798
17031805801,"Park Ridge, IL",0.5794
17031081500,"Near North, Chicago, IL",0.5787
17031100400,"Norwood Park, Chicago, IL",0.5779
17043843500,"Lombard, IL",0.573
17031390200,"South Side, Chicago, IL",0.5707
17043844202,"Lombard, IL",0.5594
17031832900,"University Village / Little Italy, Chicago, IL",0.5536
17031836200,"Hyde Park, Chicago, IL",0.5527
17043845300,"Hinsdale, IL",0.548
17031243500,"West Town, Chicago, IL",0.538
17031061200,"Wrigleyville, Chicago, IL",0.5245
17031030702,"Edgewater Beach, Chicago, IL",0.4635
17043845808,"Woodridge, IL",0.4592
17031824006,"Lemont, IL",0.4383
17031980100,"Clearing, Chicago, IL",
17031980000,"O'Hare, Des Plaines, IL",
17031835700,"Bronzeville, Chicago, IL",
17031381700,"Bronzeville, Chicago, IL",
