"tract","Name","Employment_Rate_rP_gP_pall"
24031701900,"Takoma Park, MD",0.7087
24510280101,"Reisterstown Station, Baltimore, MD",0.708
24510090500,"Better Waverly, Baltimore, MD",0.7077
24510150600,"NW Community Action, Baltimore, MD",0.7075
24003750101,"Brooklyn Park, MD",0.7068
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.7065
24005403202,"Gwynn Oak, Baltimore, MD",0.706
24510070100,"Baltimore, MD",0.7055
24510270701,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.7054
24005492300,"Essex, MD",0.7051
24005451401,"Middle River, MD",0.7041
24510110100,"Downtown, Baltimore, MD",0.7039
24510260301,"Belair - Edison, Baltimore, MD",0.7034
24510170300,"Upton, Baltimore, MD",0.7033
24510271700,"Central Park Heights, Baltimore, MD",0.7028
24510160200,"Sandtown-Winchester, Baltimore, MD",0.7021
24510250401,"Brooklyn, Baltimore, MD",0.7017
24510130400,"Woodbrook, Baltimore, MD",0.7008
24005452300,"Baltimore, MD",0.6998
24510250204,"Cherry Hill, Baltimore, MD",0.6994
24510230200,"South Baltimore, Baltimore, MD",0.6986
24510271102,"Mid-Charles, Baltimore, MD",0.6986
24005421200,"Dundalk, MD",0.6982
24005421101,"Baltimore, MD",0.698
24510200200,"Lexington, Baltimore, MD",0.6977
24510240100,"Locust Point, Baltimore, MD",0.6974
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",0.6966
24510260501,"Joseph Lee, Baltimore, MD",0.6945
24510080400,"Broadway East, Baltimore, MD",0.6932
24510160700,"Rosemont, Baltimore, MD",0.6925
24510090600,"Coldstream - Homestead - Montebello, Baltimore, MD",0.6918
24031702402,"Silver Spring, MD",0.6916
24510110200,"Downtown, Baltimore, MD",0.6916
24510060200,"Baltimore, MD",0.6911
24510240400,"Riverside Park, Baltimore, MD",0.6897
24033805601,"Hyattsville, MD",0.6885
24005403702,"Pikesville, MD",0.6875
24510030100,"Perkins Homes, Baltimore, MD",0.6875
24510100100,"Johnson Square, Baltimore, MD",0.6864
24510150200,"Sandtown-Winchester, Baltimore, MD",0.6861
24510090400,"Better Waverly, Baltimore, MD",0.6857
24510260800,"Baltimore Highlands, Baltimore, MD",0.6856
24510250303,"Morrell Park, Baltimore, MD",0.684
24510040200,"Downtown, Baltimore, MD",0.6825
24510260303,"Claremont - Freedom, Baltimore, MD",0.6821
24510080500,"Darley Park, Baltimore, MD",0.6811
24510200400,"Shipley Hill, Baltimore, MD",0.6804
24510150400,"Mondawmin, Baltimore, MD",0.6803
24510130200,"Reservoir Hill, Baltimore, MD",0.6802
24510272006,"Glen, Baltimore, MD",0.6801
24510090900,"Oliver, Baltimore, MD",0.6797
24510080700,"Broadway East, Baltimore, MD",0.6779
24510250205,"Lakeland, Baltimore, MD",0.6774
24510272005,"Cross Country, Baltimore, MD",0.6772
24510140200,"Upton, Baltimore, MD",0.6768
24510160400,"Midtown Edmondson, Baltimore, MD",0.6761
24510250301,"Westport, Baltimore, MD",0.676
24005420303,"Dundalk, MD",0.6756
24510170200,"McCulloh Homes, Baltimore, MD",0.6748
24510080800,"Broadway East, Baltimore, MD",0.6745
24510180200,"Poppleton, Baltimore, MD",0.6736
24510090800,"East Baltimore Midway, Baltimore, MD",0.6735
24510250207,"Cherry Hill, Baltimore, MD",0.6727
24510080200,"Broadway East, Baltimore, MD",0.6727
24510150300,"Coppin Heights, Baltimore, MD",0.6718
24510260404,"Baltimore Highlands, Baltimore, MD",0.6707
24510160300,"Sandtown-Winchester, Baltimore, MD",0.6697
24510250402,"Brooklyn, Baltimore, MD",0.6676
24510070400,"Gay Street, Baltimore, MD",0.6662
24510240300,"Riverside, Baltimore, MD",0.6658
24510070200,"Madison - Eastend, Baltimore, MD",0.6636
24510080301,"Berea, Baltimore, MD",0.6635
24510150100,"Sandtown-Winchester, Baltimore, MD",0.6622
24510200600,"Baltimore, MD",0.6611
24510070300,"Milton - Montford, Baltimore, MD",0.661
24510130100,"Reservoir Hill, Baltimore, MD",0.6609
24510272003,"Baltimore, MD",0.66
24510261000,"Patterson Park, Baltimore, MD",0.66
24510160100,"Harlem Park, Baltimore, MD",0.6599
24510250500,"Curtis Bay, Baltimore, MD",0.6518
24510060300,"Butchers Hill, Baltimore, MD",0.6488
24510230300,"South Baltimore, Baltimore, MD",0.6487
24510060100,"Patterson Park, Baltimore, MD",0.6481
24510190100,"Franklin Square, Baltimore, MD",0.6441
24510260401,"Armistead Gardens, Baltimore, MD",0.6424
24510210200,"Pigtown, Baltimore, MD",0.6386
24510272007,"Fallstaff, Baltimore, MD",0.6371
24510130804,"Hampden, Baltimore, MD",0.6355
24510120700,"Remington, Baltimore, MD",0.6347
24510140300,"Druid Heights, Baltimore, MD",0.6289
24510210100,"Pigtown, Baltimore, MD",0.6266
24510020200,"Upper Fells Point, Baltimore, MD",0.6264
24510120600,"Old Goucher, Baltimore, MD",0.6258
24510260604,"O'Donnell Heights, Baltimore, MD",0.6255
24510180300,"Hollins Market, Baltimore, MD",0.623
24510060400,"Baltimore, MD",0.6185
24510100200,"Baltimore, MD",0.6152
24510190200,"Pratt Monroe, Baltimore, MD",0.6118
24510230100,"Baltimore, MD",0.603
24510180100,"Poppleton, Baltimore, MD",0.6023
24510200300,"Bentalou-Smallwood, Baltimore, MD",0.5863
24510190300,"Mount Clare, Baltimore, MD",0.5858
24510200500,"Mill Hill, Baltimore, MD",0.5649
24510250600,"Brooklyn, Baltimore, MD",0.5103
24005492500,"Baltimore, MD",
24005490605,"Towson, MD",
24005980200,"Lansdowne - Baltimore Highlands, Halethorpe, MD",
24510100300,"Penn - Fallsway, Baltimore, MD",
24003740400,"Jessup, MD",
24003980000,"Linthicum Heights, MD",
